Incident #,Assigned Group,Product Name,Reported Source,text,score,customer details,correct summary,Correct Template,Template completed,Complete and understandable troubleshooting notes,Error message and or screenshot,second ticket created,Asset details,Appropriate KBA article related,Was FCR obtained,Status update process,Saved in progress first,Sent to correct queue,Correct resolution
INC000005500841,IT Service Desk,Yosemite,Phone,"Network Yosemite Wi-Fi/Ethernet - Describe issue (Single user) Caller: Roger D Moore
User ID: moorerd
Device ID: D272710
Location: Irvine 
Phone: 6263074453
Describe issue: User called in reporting no internet access 
Error message: No internet 
Last time it worked: yesterday
How many users affected: N/A

-------------------- Important Note: -----------------------------------------------------------------------------------------

- Use this template when the user experiences network connectivity issues at any SCE location.

- The only authorized devices to connect to the Yosemite Wi-Fi network at SCE locations are SCE laptops (with a Device ID). Clients cannot connect company/personal iPhones or iPads to the corporate network; instead, they can use the guest_net Wi-Fi network. You can utilize the available templates to assist them.:

SCE Guest Wi-Fi - Invitation
SCE Guest Wi-Fi - Self-registration


-------------------- Action Required: ----------------------------------------------------------------------------------------

- Verify the KBA for more information: KBA00104241
- Please verify if other users are experiencing the same connection issue at the same location.
- Ask the user to bypass the docking station and connect the computer directly to the network.
- Guide the user to provide a screenshot of ipconfig /all from the Command prompt, and attach it to this ticket.   


-------------------- Questionnaire Section: -------------------------------------------------------------------------------

(multiple users)

Have you confirmed if other users in the location are also experiencing connectivity issues?
- If multiple users or an entire location are affected, please use the Network Yosemite Wi-Fi/Ethernet - Describe issue (Multiple users) template.

(User information)

User ID: moorerd
User name:  Roger D Moore
Is the user's account locked or disabled in AD? No

(Device information) 

Device ID:  D272710
Device Model and brand (e.g., iPad, Surface tablet, laptop, desktop PC, specify if other):  laptop
Operating system and version (e.g., Windows 10, Windows 11, specify if other): Windows 11 Enterprise
Has the client restarted their device? yes
- If not, ask the client to restart the device and try again.
Has the client made any recent changes to their device? No
Location/site, Floor, Cubicle: Irvine /1st floor/135A

(Connectivity information)

Describe issue: User called in reporting no internet access 
Error message: no internet access
Current IP address: 172.16.138.96
Is the user trying to connect for the 1st time to the office network? No
Was the user connected to a different location before connecting to the current Ethernet or Wi-Fi network? N/A
Was the Ethernet LAN connected to the port of the laptop or via a docking station/replicator? Ethernet
Is the user experiencing intermittent connectivity issues with the network? Yes
Did the issue occur when the user was connecting to Ethernet or Wi-Fi? Ethernet 
Was the user connected to Ethernet before switching to the Yosemite Wi-Fi? N/A

(Wi-Fi issues only)

Access point device ID: N/A
Is the Wi-Fi enabled on the user's device?  N/A
Is the Wi-Fi network showing up in the list of available networks? No
Is the user experiencing issues connecting to the Yosemite WiFi or Guest WiFi? N/A
Has the user tried connecting from a different location within the building?  No
- When was the last time the user was able to connect? last wee
- Was it a Wi-Fi connection?
- What was the Location/site, Floor, Cubicle:  

-------------------- Routing Instructions: -------------------------------------------------------------

Escalation group: Desktop support 

- Ask user how computer is connected to the internet
- User mentions he is using a docking station
- Ask user to disconnect the docking station
- Ask user to wait 30 seconds and connect docking station
- Issue remains
- Ask user to connect computer directly to the LAN cable
- User not able to connect the LAN cable due to the computer does not have a connector
- Guide user to open CMD
- Guide user  to run commands netsh winsock reset, netsh int ip reset, ipconfig /release, ipconfig /renew and ipconfig /flushdns
- Ask user to reboot device
- Ask user to make a test
- User confirmed issue got resolved
- No further assistance required
- Closing ticket",100.0,1,1,1,1,1,1,0,1,1,1,0,1,1,1
INC000005502024,IMACD Non Standard,Remedy,Chat,"Vending Machine/Smart Locker - I received a error. KBA00078209

Escalation group: IT Order Fulfillment
Device id:  D403602
Phone: 562-972-7689
Availability:Anytime
Best contact: teams 
Describe issue:
The vending machine did not dispense the wireless headset. I received a error.
What product is the client trying to order/having problems with?
Product Category : Computer Headset;
Product : Wireless Headset;
At what Vending Machine is the client trying to pick it up?
- See locations in the Knowledge Article.
Vending Machine Location : PIV3;

Has their manager approved the product ordering request?
Yes
What is the REQ#?
REQ000005492900 
INC000005473944
What did you advise the client?
We will get this escalated
User mentioned:
I will be in the office tomorrow and I need to use a headset. Should I re-order. It has been 3 weeks.

Attach screenshot",100.0,1,1,1,1,1,1,0,1,1,1,1,1,1,1
INC000005500573,IT Service Desk,Citrix Receiver for Google Chrome,Phone,"Citrix - Unable to get VDI to launch KBA00071132

Escalation group: Contact BTAC - Business Technology Assistance Center

Describe issue: The user is not able to launch the VDI.

Is the client having issues with the Remote Desktop Connection app? No
- If so, use the Windows - Describe issue template.

Is the client from GC Services? No
- If so, fill the required contact information below:
  Unit Manager name:
  Phone number, email address and best time of contact for Unit Manager:

Is the client attempting to access for the first time? No
     - If so, verify the client has a VDI security group in AD.
     - If there is no VDI security group in AD, assist the client to submit a Citrix Virtual Desktop request in Digital Workplace.

When did the issue start? 04/28/2025
 
Is the client an SCE employee or contractor? Contractor

Did the client restart computer after removing cache and history browser?  Yes

What troubleshooting did you perform?
Restarted the VDI 
Asked the user to restart computer after removing cache and history browser
The user mentions that he is able to launch now the VDI.
No further assistance was needed.

Contact information for all clients: Not routing ticket

- External email and phone number with area code: Not routing ticket
Resolving ticket 
No further assistance was needed.

**Add a screenshot of the Member Of tab in the client's AD account with the VDI role before routing to L2**

IMPORTANT* If the client is from GC Services, please do not e-mail or contact the Call Center Agent, they will not be able to respond because they do not have access, Cc Denys Lanfranco in all communications with the Unit Manager.",100.0,1,1,1,1,1,1,1,1,1,1,0,1,1,1
INC000005500789,IT Service Desk,Active Directory Services,Phone,"Active Directory - Password Reset -------------------- Important Note: ----------------------------------------------------------------------------------------

- Use this template if the user requesting assistance to reset AD password.

-------------------- Action Required: ---------------------------------------------------------------------------------------

- Verify the KBA for more information: KBA00067502
- Verify the user is connected to SCE via VPN, Ethernet cable, or company WiFi. Otherwise, the password will not sync.
- Confirm password is synced afterwards by locking and unlocking the laptop with new password.

-------------------- Questionnaire Section: ------------------------------------------------------------------------------

User ID: sallins1

Device ID: not provided by the user

Domain (SCE/LAW/SONGS): SCE

Authenticated the client (Yes/No)? Yes

Did the client receive the 'Windows Password Expiration' pop-up from Aternity? No
- If so, use the 'Aternity - Windows password expiration pop-up' template.

How did you assist the client?
User called in to told that is unable to login into Citrix
Since user is contractor, told user about resetting the password.
Authenticated user.
Reset the password.
Provided new password.
Asked user to try to login on Citrix.
User was able to login successfully.

Closing ticket
-------------------- Routing Instructions ---------------------------------------------------------------------------------

Document and resolve your ticket.

- If user is an Executive, route to Executive Support and follow VIP process KBA00007032",100.0,1,1,1,1,1,1,0,1,1,1,0,1,1,1
INC000005532934,Desktop Support,Windows,Phone,"Windows - Describe issue Escalation group: Desktop support 
KBA00029727

***This template can only be used if the issue is related to the Operating System itself, do NOT use this template for issues with other apps/services***

Escalation group: Contact BTAC - Business Technology Assistance Center

Describe issue:  User doesn't have internet connection with ethernet cable plugged on the computer, also user is unable to connect to VPN and is unable to turn wifi on

Error message:  screenshots attached

Windows version:  Windows 11

Is the Operating System starting up? Yes

What troubleshooting did you perform?
Routing to Desktop Support

Hours available: 8 -5 

How would you like to be contacted: Phone

Attach screenshot",77.78,1,0,1,1,0,1,0,1,1,0,0,1,1,1
INC000005546406,IMACD,U2412M,Phone,"Windows - Monitor issue/setup Caller: Alfred M Perez
User ID: perezam
Device ID: D284453
Location: Santa Ana Garage 
Phone: 7146046831
Describe issue: User called in reporting the computer not recognizing the 2 external monitors
Error message: no error message
Last time it worked: 05-24-25
How many users affected:  N/A

KBA00082614

Escalation group: IMACD

Describe issue: User called in reporting the computer not recognizing the 2 external monitors

Operating System: Windows 11

Monitor brand/model: Dell 

What type of cable is the client using for the monitor? User does not know, by the description of the user it could be Serial port

What troubleshooting did you perform?

- User mentions both monitors are connected  to the docking station
- Remoted to user device through ""Remote Control Viewer""
- Confirmed issue
- Ask user to disconnect the docking station
- Ask user to reconnect the docking station
- Issue remains
- Ask user to connect one monitor directly to the computer
- User mentions the ports does not match 
- No updates available 
- Please assist

Best time to contact: 3:00 pm - 12:00 am PST Monday to Thursday
Method of contact: email 


Answer the following if you are routing the incident to L2:

Building: Santa Ana Garage

Floor: 1st

Cubicle: N/A

Best contact method:  email",100.0,1,1,1,1,1,0,0,1,1,0,0,1,1,1
INC000005548198,Citrix Tier1,Snowflake Platform Admin,Phone,"EDW Snowflake - set up snowflake connector for python. Describe issue:user is trying to set up snowflake connector for python but unable to get it done due to below error.
error: Microsoft Visual C++ 14.0 or greater is required. Get it with ""‌Microsoft C++ Build Tools""‌: https://visualstudio.microsoft.com/visual-cpp-build-tools/

user requested to route the ticket to citrix team for assistance
Device ID or VDI Name: VDEA-W10STD-362
Contact Number: +91 8610729137

available between 9:30 pm to 5 am (pst).9:01 PM
method of communication : teams or mail or phone call",100.0,1,1,1,1,1,1,0,1,1,0,0,1,1,1
INC000005546560,SAP Basis,SAP GUI,Phone,"[Printer Configuration - P02] SAP - Printing issue KBA00076736

Escalation group: SAP Basis

Describe issue: How to change printer to correct one and printer is not printing the job.

Error message: No error message

SAP Version:  SAP 800

Printer device ID: D254278

Printer model:  Sharp Model # MX3071B

When did the issue start? 05/27/2025

What troubleshooting did you perform?
Remote to the users computer: 
Type the transaction code su3, and press enter.
Go to Defaults and click the button next to Output Device.
Type the printer’s device ID in the Location field starting with an *, example: *D254237.
Double click the correct device name to select it.
- Important: Make sure the Print Now box is checked.
Click Save.
The user is seeing the printer now, but it is not printing.
Check if it was the correct device ID, the user did provide the correct one, the user sent a test print using MS Word and it did print, but when sending it using SAP it does not send the job to print
Routing to L2
Please assist the user
Contact:  9098964166
Availability:  3PM-1AM PST


Attach screenshot  Yes",100.0,1,1,1,1,1,1,0,1,1,0,0,1,1,1
INC000005548193,IMACD,Latitude 7424 - SCE,Phone,"Computer Hardware Issues - [Laptop is overheating] KBA00010613

Route to IMACD after basic troubleshooting  DO NOT advise to order without routing to IMACD to verify first.  Have the user unplug the machine if warranted.

Describe issue: User called in to report that her laptop is overheating 

Device ID: d402030

When did the issue start? Today

What troubleshooting did you perform? I advised the user to please Check Airflow: Ensure that air vents are not blocked.
-User will like a tech to check why the laptop is overheating 

Building: GO3

Floor: 2nd floor 

Cube: User does not know her cubicle number 

Best time to contact:  8am -5pm 

How would the client like to be contacted? User will like to be contact via MS teams",100.0,1,1,1,1,1,0,0,1,1,0,0,1,1,1
INC000005544959,Citrix Tier1,Citrix Receiver for Google Chrome,Phone,"Workspace Issue KBA00071132

Escalation group: Contact BTAC - Business Technology Assistance Center

Describe issue: Unable to launch VDI

When did the issue start? Today

Is the client having issues with the Remote Desktop Connection app? No
- If so, use the Windows - Describe issue template.

Is the client from GC Services? No
- If so, fill the required contact information below:
  Unit Manager name:
  Phone number, email address and best time of contact for Unit Manager:
 
Is the client an SCE employee or contractor? Contractor

VDI name: VDEI-W11STD-138

Did the client restart computer after removing cache and history browser?  Yes

What troubleshooting did you perform?
Told the user to logout from Citrix
I go into  Citrix Director and restart user's VDI
Advise the user to login back and check applications
Issue continues

Routing to Citrix Tier 


Contact information for all clients:

Hours available: next 5 hours

How would you like to be contacted: Phone

- External email and phone number with area code:
rahul.dey01@infosys.com // +91 8252169965

**Add a screenshot of the Member Of tab in the client's AD account with the VDI role before routing to L2**

IMPORTANT* If the client is from GC Services, please do not e-mail or contact the Call Center Agent, they will not be able to respond because they do not have access, Cc Denys Lanfranco in all communications with the Unit Manager.",0.0,1,1,1,1,1,0,0,1,1,0,0,1,1,1
INC000005545063,Citrix Tier II,Analysis for Office,Chat,Citrix is slow repeated instructions USER ID: GUDURIS nan,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
INC000005546870,Tech Bar,BitLocker,Phone,"BitLocker screen - Computer locked KBA00073125

Escalation group: Contact BTAC - Business Technology Assistance Center

Describe issue:
user  has the bit locker blue screen 
When did the issue start?
today 
Operating System: 11

What troubleshooting did you perform? 

device ID D404143
user can be contacted at 6268303752 since tomorrow at anytime",0.0,1,1,1,0,0,0,0,1,1,0,0,1,1,1
INC000005545053,Citrix Tier1,Citrix Receiver for Google Chrome,Chat,"Citrix - Unable to launch VDI KBA00071132

Escalation group: Contact BTAC - Business Technology Assistance Center

Describe issue: user Jayanthi3

When did the issue start? today

Is the client having issues with the Remote Desktop Connection app? no
- If so, use the Windows - Describe issue template.

Is the client from GC Services? no
- If so, fill the required contact information below:
  Unit Manager name:
  Phone number, email address and best time of contact for Unit Manager:
 
Is the client an SCE employee or contractor?  contractor

VDI name:   VDEI-W10IEE-285

Did the client restart computer after removing cache and history browser? yes

What troubleshooting did you perform? unable to confirm with the user that the issue is resolved after restarting

Contact information for all clients:

- External email and phone number with area code:
Contact: 9515118966
JAMUDUGANI.JAYANTHI@INFOSYS.COM

**Add a screenshot of the Member Of tab in the client's AD account with the VDI role before routing to L2**

IMPORTANT* If the client is from GC Services, please do not e-mail or contact the Call Center Agent, they will not be able to respond because they do not have access, Cc Denys Lanfranco in all communications with the Unit Manager.",0.0,1,1,1,1,1,0,0,1,0,0,0,1,1,1
INC000005507483,Desktop Support,Windows,Phone,"Windows - Audio issues KBA00082910

Escalation group: Depending on the issue

Describe issue: the user says she is not able to hear correctly in the headset 

When did the issue start? today with new laptop 

If the client is using a headset, what is the make and model? 

What troubleshooting did you perform?
Remoted to user's computer and tried updating the drivers
Reset and repair the teams app but the same issue

Advised the user that the ticket is going to be escalated.
The user wants to be contacted from - 7:00 to 3:00 PST.
The user wants to be contacted by - phone
Phone number:   6262179865


Attach screenshot",100.0,1,1,1,1,1,1,0,1,1,1,0,1,1,1
INC000005517069,Desktop Support,Acrobat,Phone,"Adobe - <Acrobat> - <Adobe Acrobat DC License has expired or not been activated> Tamra R Lakes Adobe - Application - Describe Issue
-------------------- Important Note: ----------------------------------------------------------------------------------------

- Use this template if the user reports issues with any Adobe Application.

-------------------- Action Required: ----------------------------------------------------------------------------------------

- Verify the KBA for more information: KBA00048016
- If the client is having license issues, please use the Adobe Acrobat - License Request/Issue template.
 
-------------------- Questionnaire Section: -------------------------------------------------------------------------------

User ID: LAKESTR

Device ID: d253096

Adobe App (FlashPlayer, Acrobat Reader, DC Pro, Air):

Version: adobe acrobat

Describe issue: user is having issues trying to combine some pdf files

Error message: screen attached

When did the issue start: today

Attach screenshot 

-------------------- Routing Instructions ---------------------------------------------------------------------------------

Document and route to Desktop Support",0.0,0,1,1,0,1,1,0,1,1,0,0,1,1,1
INC000005544328,IAM - Access Enforcement Technology Support,Active Directory Services,Phone,"Active Directory - Unable to access to Windows Active Directory - Describe Issue
-------------------- Important Note: ----------------------------------------------------------------------------------------

- Use this template if the user reports issues with Active Directory

-------------------- Action Required: ---------------------------------------------------------------------------------------

- Verify the KBA for more information: KBA00065124

-------------------- Questionnaire Section: ------------------------------------------------------------------------------

User ID:  inturisr

Device ID: D284200

Describe issue: User reported he was not able to access to his windows account due to invalid credentials.
User authenticated and when trying to change his password it appeared an error message.
Advised the user the ticket would be escalated.
User mentioned he already tried connecting to the SCE network, but issue persisted.
9 AM - 5 PM PST
Phone to 3466041233

Preferred contact time: 9 AM - 5 PM PST

Preferred contact method: Phone to 3466041233

How did you assist the client? 
User reported he was not able to access to his windows account due to invalid credentials.
User authenticated and when trying to change his password it appeared an error message.
Advised the user the ticket would be escalated.
User mentioned he already tried connecting to the SCE network, but issue persisted.
9 AM - 5 PM PST
Phone to 3466041233

-------------------- Routing Instructions ---------------------------------------------------------------------------------

Document your ticket and route it to Identity and Access Management - Operations Support",100.0,1,1,1,1,1,1,0,1,1,0,0,1,1,1
INC000005536960,Identity and Access Management - Technology Support,SailPoint,Phone,"IGAM - Request pending 2060150 Saathvik Bandlamudi IGAM - Track Request Status
KBA00058402

Client called in to track request status:

(Go to IGAM ---> My Request ---> Access Requests)

Type of Request/Application Name: SAP Enterprise Central Component (ECC) P02 


When was the request submitted? 04/25/2025 08:54:20 

2060150
Advised user request is __ Request pending_____ status. 
routing to IAM- Technology Support

***Resolved ticket***",0.0,0,1,0,1,0,1,0,0,0,0,0,1,1,1
INC000005539312,Desktop Support,Windows,Chat,"**REFER TO SUBMITTED REQUEST** Bluebeam - Installation -------------------- Important note: -----------------------------------------------------------------------------

- Use this template if the user is requesting Bluebeam installation.

-------------------- Action Required: ----------------------------------------------------------------------------

- For Bluebeam license expired (trial version): Follow the instructions in the Job Aid 'Register - Bluebeam Trial version' located in Daily Tools > Job Aids.

-------------------- Questionnaire Section: ----------------------------------------------------------------------

Device id: D292232 
Phone:      626-419-0156
Availability: until 4:00PM today and anytime tomorrow from 8:30AM to 4:00PM. 
Best contact: teams

UserID:LOPEZCG

Has the user's device been refreshed?
yes
Is the user requesting Bluebeam for the first time?
  -If Yes, Continue with the next questions.
no
Is the user from T&D Planning?
  - If not, advise the client to create a software request in Digital Workplace for Bluebeam Revu Standard 2018 18.6.0
no
  - If the user is from T&D Planning:
1. Use the Report an Issue option in Digital Workplace to request the software. 
2. Fill the required information, add Bluebeam as the application name. 
3. Select Yes for ""Any Suggested Resolver Group?"" and select IT Order Fulfillment.

followed the kba to get the trial version but stll getting the license pop up
unable to use software
Resolve ticket

-------------------- Routing Instructions: ------------------------------------------------------------------------

Escalation group: None",89.19,1,1,0,1,1,1,0,1,0,0,0,1,1,1
INC000005507890,Desktop Support,Windows,Phone,"Windows - Audio issues Linda M Plaza Windows - Audio issues
KBA00082910

Escalation group: Depending on the issue

Describe issue:
USer reports no output audio is detected
When did the issue start?
today, after w11 update
If the client is using a headset, what is the make and model?
dell
What troubleshooting did you perform?
6263446054

Attach screenshot",0.0,0,1,1,1,0,1,0,1,1,0,0,1,1,1
INC000005525683,Tech Bar,Windows,Phone,"Windows - Audio issues KBA00082910

Escalation group: Depending on the issue

Describe issue: User having issues with audio on the computer 

When did the issue start? Today 

If the client is using a headset, what is the make and model? Computer speakers  

What troubleshooting did you perform? Remoted and updated drivers, policy and restarted
User is also getting error for dock failing
The issue with audio is still happening


Attach screenshot",100.0,1,1,1,1,1,1,0,1,1,0,0,1,1,1
INC000005517900,Desktop Support,Outlook,Phone,"Outlook - ""Your organization's policies are preventing us from completing this action for you"" KBA00074025

Escalation group: Contact BTAC - Business Technology Assistance Center.

Describe issue: The user can't click on any link on his Outlook 2016 app, he gets an error message instead: ""Your organization's policies are preventing us from completing this action for you"". He can normally open links in Outlook's web version.

When did the issue start? NP

Does the client have Aternity installed? Yes

What troubleshooting did you perform?
-Remoted in
-The user needed Office 2016 license reactivated, entered the product key and restarted Office
-Repaired Office
-Verified Edge was the default browser, it was
-Reset Edge settings
-Verified Outlook was the default mail app, it wasn't
-Ran sfc /scannow on CMD and repaired corrupted files
-Ran gpupdate on CMD. Issue persists, please assist.

User ID: MORGANCK
Device ID: D268099
Best time to contact the user: 6AM - 2:30PM
Best contact method: Phone 5627880773

Attach screenshot",100.0,1,1,1,1,1,1,0,1,1,0,0,1,1,1
INC000005546191,IMACD,Latitude 7424 - SCE,Phone,"Computer Hardware Issues - Ovearheating on device Seema Abraham Computer Hardware Issues - Describe issue
KBA00010613

Route to IMACD after basic troubleshooting  DO NOT advise to order without routing to IMACD to verify first.  Have the user unplug the machine if warranted.

Describe issue:
User reported after a bluescreen in INC000005546187 during the same call then, she reported the pc was overheating and tried to restart it but was not responding at all.
User got suggested to wait to cooldown the pc before to try again.
User also reported some GP issues, but issue could be related to the bluescreen and the overheating on device
User reported the pc was provided 2 months ago.
Ticket escalated.

Device ID: D404417

When did the issue start? 05/27/25

What troubleshooting did you perform?
User got suggested to cooldown the pc before to try to turn on again the device
Unplugged the charger in the meantime.

Building:  Corp Whse Santa Ana

Floor: None

Cube: None

Best time to contact: Monday to Friday
8:00 AM - 5:00 PM PST

How would the client like to be contacted?  Phone


Seema Abraham
ABRAHAS
D404417
9493221735
Monday to Friday
8:00 AM - 5:00 PM PST",100.0,1,1,1,1,1,0,0,1,1,0,0,1,1,1
INC000005546254,IT Service Desk,Windows,Phone,"Windows - Software install/reinstall Victor D Aguilar Windows - Software install/reinstall
KBA00082602

***If there is a template for the software you need to install, please use that template instead***

Escalation group: None

Describe issue: user needed help to install doble protection suite

Windows version: win 10

What software is the client requesting to install? doble protection suite 4v

Does the client have the software installer they are requesting to install? no
- If yes, use the Template Digital Workplace - Application Packaging Request.
- If not: 
- First ensure that the user does not have any existing requests for the same software: If a request for this software already exists, do not attempt to install it.

- If the user does not have any pending requests for the software. 

Were you able to install it from Sims? yes
- If not, use the Digital Workplace - How to request software template to request it.


Resolve incident",100.0,1,1,1,1,1,0,0,1,1,0,0,1,0,1
INC000005545529,BTAC - Business Technology Assistance Center,SecurID Software Token,Phone,"RSA - Pin Reset RSA - Pin Reset
KBA00062103

Escalation group: Contact BTAC - Business Technology Assistance Center

UserID: BISSUEDA

Authenticated the User (Yes/No)? yes

What troubleshooting did you perform?
authenticated user
cleared pin 
guided user how to connect to NetMotion user states he doesn´t know what is NetMotion , mobility or vpn
contacted btac
btac told me to assign the ticket with them
best method of contact teams or  phone 5627132262
available hours 6:00am to 2:30 pm  pst

***Resolve ticket***",100.0,1,1,1,1,1,0,0,1,1,0,0,1,0,1
INC000005545021,IT Service Desk,OKTA,Phone,"Okta - MFA Reset Nicolas PugaMontoya Okta - MFA Reset
KBA00072934

***OKTA SMS text messages will no longer be available for MFA. If users receive an email informing them that this method will be removed, please guide them on how to set up OKTA Verify. Specify that this change is part of the Cybersecurity Admin Standard Policy. If users ask for an SCE cell phone, guide them on how to request one in the Digital Workplace and refer them to their manager.***

Escalation group: IAM - Access Enforcement Technology Support

Describe issue: User got another phone to setup OKTA Verify.



Did you authenticate the client (Yes/No)? yes

When did the issue start? today 

What troubleshooting did you perform? 
Advised user about resetting the MFA method off of his OKTA account.
Authenticated user and removed the OKTA Verify.
Advised user to open his browser and go to eix.okta.com to get the QR code to do the setup.
User successfully setup OKTA Verify.

Ticket closed.



Attach screenshot
*Please review KBA for troubleshooting steps prior to escalating to L2*",87.88,1,1,1,1,1,0,0,0,1,0,0,1,0,1
INC000005534849,IT Service Desk,Windows,Phone,"Windows - Low disk space William Searles Windows - Low disk space
KBA00080134

Escalation group: Contact BTAC - Business Technology Assistance Center

Describe issue: Low disk space

When did the issue start? 
Today

Did the client receive the 'Low Disk Space' pop-up from Aternity?
- If so, use the Aternity - Low disk space pop-up template

How much available space did the client have, and how much were you able to recover?
77GB before 131GB after

What troubleshooting did you perform? 
Deleted 1 unused user profile as per btac instruction",0.0,1,1,1,0,0,0,0,1,1,0,0,1,0,1
INC000005547982,BTAC - Business Technology Assistance Center,iPhone,Phone,"Mobile Devices iPhone/iPad - Passcode reset KBA00091943

Escalation: Contact BTAC - Business Technology Assistance Center for assistance.

Phone number of the device experiencing the issue: 

Authenticated the client (Yes/No)? yes

Is the client a field user with an iPad? yes
if so, Contact BTAC for further assistance.

Is Intune Company Portal installed on the device (Y/N)? no 

Walk the user through the reset passcode link https://portal.manage.microsoft.com

Was the user able to reset their passcode (Yes/No)? no 
if No, authenticate the user and contact BTAC. 


Verified users information and unlocked passcode on the jamf portal. 

had user to conect, he was able to input a new passcode and unlck the ipad 

no further action taken. Closing ticket 


***Please review the KBA steps for iPhone passcode reset/phone disabled***",87.88,1,1,1,1,1,0,0,0,1,0,0,1,0,1
INC000005543078,IT Service Desk,Citrix Receiver for Google Chrome,Phone,"Citrix - Unable to launch VDI KBA00071132

Escalation group: Contact BTAC - Business Technology Assistance Center

Describe issue: Unable to access Citrix

When did the issue start? Today

Is the client having issues with the Remote Desktop Connection app? No
- If so, use the Windows - Describe issue template.

Is the client from GC Services? No
- If so, fill the required contact information below:
  Unit Manager name:
  Phone number, email address and best time of contact for Unit Manager:
 
Is the client an SCE employee or contractor? Contractor

VDI name: No provided

Did the client restart computer after removing cache and history browser?  Yes

What troubleshooting did you perform?
Issue was resolved itself

Contact information for all clients:

- External email and phone number with area code:

**Add a screenshot of the Member Of tab in the client's AD account with the VDI role before routing to L2**

IMPORTANT* If the client is from GC Services, please do not e-mail or contact the Call Center Agent, they will not be able to respond because they do not have access, Cc Denys Lanfranco in all communications with the Unit Manager.",84.0,1,1,1,1,0,0,0,0,1,0,0,1,0,0
INC000005535749,IT Service Desk,Windows,Phone,"Windows - Audio issues Windows - Audio issues
KBA00082910

Escalation group: Depending on the issue

Describe issue:
The user called because he cannot hear anything on his laptop

When did the issue start? Today

If the client is using a headset, what is the make and model? NO

What troubleshooting did you perform?
Remote to the device
Check Dell command update
User has update pending
Finish all the updates and restart the device
Ticket closed


Attach screenshot",86.21,1,1,1,1,0,0,0,0,1,0,0,1,0,1
INC000005536710,Desktop Support,Windows,Chat,"Windows - Slow Performance KBA00082532

Escalation group: Desktop Support

Describe issue: Slow performance, restart button not working

Windows version: Win10

When did the issue start: Today

How much available free disk space does the client have? 200 GB to 500 GB

What troubleshooting did you perform?

Remoted into user's computer, performed disk cleanup.
Deleted temp files, removed web credentials.
Cleared App V and teams cache.
User was missing several updates, also tried restarting but the restart button is not working, when clicking on it, nothing happens.

Please reach out to user via PHONE anytime.",100.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
INC000005542504,Desktop Support,Windows,Phone,"Windows - Start menu crashing issues Davion H Mays Windows - Describe issue
KBA00029727

***This template can only be used if the issue is related to the Operating System itself, do NOT use this template for issues with other apps/services***

Escalation group: Contact BTAC - Business Technology Assistance Center

Describe issue: User Davion Mays is not able to use the ALL tab under the star icon on the task bar. When he tries to select that option nothing happens.

Error message:  No error

Windows version:  
Microsoft Windows 11 Enterprise 22H2

Is the Operating System starting up? yes

What troubleshooting did you perform? I ran sfc /scannow command. I checked Error checking from local drive c:. Confirmed battery best performance status. User restarted, checked software center update. issue persists. Ticket escalated

User is available: 6:00 to 4:30 pm Monday to Friday. by phone 909-303-0584
Attach screenshot",100.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
INC000005531103,BTAC - Business Technology Assistance Center,Windows,Phone,"Windows - Software install/reinstall KBA00082602

***If there is a template for the software you need to install, please use that template instead***

Escalation group: None

Describe issue: User wants to install a software that his supervisor specified

Windows version: win11

What software is the client requesting to install? RTU configtool v2.6.0

Does the client have the software installer they are requesting to install? no
- If yes, use the Template Digital Workplace - Application Packaging Request.
- If not: 
- First ensure that the user does not have any existing requests for the same software: If a request for this software already exists, do not attempt to install it.

- If the user does not have any pending requests for the software. 

Were you able to install it from Sims? no
- If not, use the Digital Workplace - How to request software template to request it.


Resolve incident",100.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
INC000005542247,BTAC - Business Technology Assistance Center,Windows,Phone,"Windows - network settings reset KBA00029727

***This template can only be used if the issue is related to the Operating System itself, do NOT use this template for issues with other apps/services***

Escalation group: Contact BTAC - Business Technology Assistance Center

Describe issue: user was experiencing some connection issues and ethernet showed as connected but not signed in

Error message: connected but not signed in

Windows version: win 11

Is the Operating System starting up? yes, it is

What troubleshooting did you perform?
I remoted in, ran ipconfig commands, I asked user to restart and everything is connecting properly.

Attach screenshot 

acompawp
D275604
OFFICE
9093686339",100.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
INC000005536894,Windows11,Windows,Phone,"Windows 11 - Issues opening files after updating to Windows 11. Windows 11 - Describe issue
KBA00087209

Escalation group: Contact BTAC - Business Technology Assistance Center

Describe issue: User reported issues opening files after updating to Windows 11. (see attachment)
Remoted into user's computer.
Captured a screenshot of the issue.
Advised user about escalating this issue to the next level support team. User wants to be contacted as soon as possible by phone at 7142930305.

User ID: tokichw

Device ID: D284130

Error message: (see attachment).


***If you receive a call/chat from a client who has encountered any issue after the Windows 11 update,  provide basic troubleshooting steps as in Windows 10 OS, if the issue persists, please gather the necessary information and escalate this ticket to the next-level team.***


Attach screenshot",100.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
